,comments,sentiment,types
660,สอนดีมากครับ อธิบายได้เห็นภาพ,pos,สอนดี
661,ได้ภาพรวมที่ดีมาก เพราะเรื่อง architecture เป็นอะไรที่หาจากที่อื่นแล้วกระจัดกระจาย พูดไม่ตรงกันเยอะ พอได้มาเห็นการแบ่งตาม approach ที่เปรียบเทียบทั้ง clean architecture และ DDD แล้วชัดเจนขึ้นมากว่าควรเลือกใช้อย่างไร ศึกษาต่ออย่างไร เป็นคอรืศที่ควรเรียนเพื่อไม่เป็นภาระต่อผู้อื่นและตัวเองในอนาคต,pos,ชมบ้างติบ้าง
662,เป็นคอร์สที่ดีมากสำหรับผู้ที่ต้องการศึกษาเกี่ยวกับ software architecture ผู้สอนอธิบายหลักการต่างๆ ด้วยภาษาที่เข้าใจได้ง่าย ไม่ซับซ้อน แนะนำว่าควรเรียนครับ,pos,ชมบ้างติบ้าง
663,การยกตัวอย่างที่ดีทำให้คำอธิบายก่อนหน้าเห็นภาพมากยิ่งขึ้น และรู้ว่าสิ่งที่เรียนไปผู้เรียนสามารถนำไปใช้ได้ในสถานการณ์แบบไหน,pos,ชมบ้างติบ้าง
664,ผู้สอนอธิบายและจัดเรียงเนื้อหาได้ดี ทำให้ทำความเข้าใจได้ไม่ยาก ชอบการยกตัวอย่างการคุยกันระหว่างฝั่ง business กับ dev,pos,ชมบ้างติบ้าง
667,มีจังหวะบางช่วงที่พูดติดขัดแล้วไม่สามารถเข้าใจได้ แต่การอธิบายโดยรวมทำให้เข้าใจการออกแบบได้ดี,pos,ชมบ้างติบ้าง
668,ตัวอย่างน้อยไปหน่อย อยากได้อีกนิดนึง ปูพื้นได้ดีสำหรับ ผมที่เป็น sale IT Director,pos,แนะนำคอร์ส
669,อธิบายได้ clear ทุก concept เข้าใจมากขึ้นเยอะ,pos,เข้าใจมากขึ้น
671,"คนสอบวาง structure ไว้ดีมากครับ
มีAnalogy ที่ทำให้เห็นตัวอย่างง่าย
รวมถึงไม่ใช่พวก buzzword / technical word เยอะเกินไป
ทำให้ผมในฐานะฝั่ง Business ที่ไม่ได้มีความรู้เรือง software มาก่อน follow จนจบได้",pos,ชมบ้างติบ้าง
673,เหมาะมากๆกับจูเนียร์แบบเรา เพราะหลายอย่างมองข้ามมาตลอด สอนเข้าใจง่ายไม่เร็วหรือช้าเกินไป บางคลิปสามารถดูแบบ x 1.25 หรือ x 1.5 ได้ ขอบคุณที่ทำเนื้อหาดีๆแบบนี้มาให้ได้เรียนนะคะ,pos,ชมบ้างติบ้าง
674,เป็นคอร์สที่เหมาะสมสำหรับผู้ที่ต้องการจะพัฒนา Skill Programmer ภายในตัวคอร์สมีการแนะนำวิธีต่างๆ จากประสบการณ์ของผู้สอนและมี Keyword ที่สำคัญให้ผู้เรียนไปศึกษาเพื่อต่อยอดได้,pos,แนะนำคอร์ส
675,ได้เห็นภาพกว้างๆ ของการทำงานด้าน software ด้าน web development ดีครับ ชอบตรงที่เอาจุดที่มักผิดพลาดบ่อยๆมาสอน แล้วแสดงให้เห็นว่าควรแก้ไขยังไง เพื่อให้การทำงานดีขึ้น,pos,ชมบ้างติบ้าง
676,ทำให้เข้าใจภาพรวมของการเป็นนักพัฒนาโปรแกรมที่ดี และเห็นถึงความสำคัญในด้านของsoft skill ที่ developer ทีดีต้องมีเพื่อให้สามารถทำงานกับทีมได้อย่างมีประสิทธิภาพ,pos,เข้าใจมากขึ้น
677,ตามมาดู เพราะเคยเห็นคนสอน สอนใช้ Reack Hook ในยูทูป 555 ภาพรวมคอร์สนี้สอนดี เข้าใจง่าย อธิบายเรื่องใหญ่ๆยากๆสรุปมาเป็นเรื่องราวที่เข้าใจง่ายฟังเพลินๆเลยครับ,pos,สอนดี
678,"ในเนื้อหามีการอ้างอิงงานวิจัย 
เช่น People Skills ว่าด้วยเรื่องการวิพากษ์วิจารณ์การทำงาน
ถ้าเป็นไปได้ช่วยลง ref พวกนี้ด้วยจะดีมากครับ",pos,เข้าใจมากขึ้น
679,ถึงแม้จะไม่ได้เป็น programmer แต่ทำงานกับ programmer เป็นประจำ เข้าใจภาพรวมการทำงานมากขึ้น เพิ่งจะเข้าใจเมื่อได้มาเรียนคอร์สนี้,pos,ชมบ้างติบ้าง
680,รวมๆแล้วเป็นคอร์สที่ทำออกมาค่อนข้างดี มีเนื้อหาค่อนข้างครบถ้วน แต่คิดว่าน่าจะเพิ่มเรื่อง security เข้าไปด้วย ส่วนเรื่อง design patterns ถ้ามีรายละเอียดเพิ่มเติม หรือยกตัวอย่างมากกว่านี้ จะดีมาก,pos,ชมบ้างติบ้าง
681,ดีมากครับ เป็นเหมือนเช็คชีตให้คนที่อยู่ในสายงานไอทีได้สำรวจตัวเองว่ายังต้องพัฒนาสกิลด้านไหน ยิ่งรู้เร็วยิ่งได้เปรียบครับ,pos,ชมบ้างติบ้าง
682,ผู้สอน อธิบายได้ชัดเจน เห็นทั้งภาพกว้างและมุมแคบๆได้ดีมากครับ เนื้อหาก็ครอบคลุมเรื่องที่ programmer ควรรู้,pos,ชัดเจนเห็นภาพ
685,เนื้อหาเหมาะกับ New Grads มากๆเลยครับ อธิบายเนื้อหาที่สามารถนำไปต่อยอดในงานสเกลใหญ่ๆ ได้เลย,pos,สามารถนำไปใช้
686,ได้เห็นภาพใหญ่ของ สายนี้มากขึ้น และได้มุมมองที่จะนำไปปรับใช้ให้งานมีประสิทธิภาพมากขึ้นด้วย,pos,เข้าใจมากขึ้น
687,สามารถเอามาใช้เป็นแนวทางได้เลยครับ แต่อยากให้มีแนะนำด้วยว่า ถ้าเราอยากไปศึกษาเรื่องนั้นๆต่อ มีแนะนำตรงไหนไหม จะทำให้ไปต่อได้ง่ายขึ้นครับ,pos,เข้าใจมากขึ้น
688,ยอดเยี่ยม ย่อยเนื้อหาได้ดี อธิบายได้เห็นภาพ และร้อยเรียงเข้าด้วยกันจนเห็นภาพใหญ่ชัดเจน,pos,ชัดเจนเห็นภาพ
690,เป็น FC พี่บอยอยู่แล้วครับเลยชอบมาก ๆ จริง ๆ จะให้ 100 ดาวด้วยซ้ำแต่กดได้ 5 ดาว,pos,ชอบมาก
691,ผู้สอนอธิบาย ยกตัวอย่าง และใช้ภาษาที่เข้าใจง่าย เป็นคอร์สที่ดีมากๆ เลยครับ,pos,เข้าใจมากขึ้น
692,เป็นคอร์สที่รวมข้อมูลทุกอย่างที่จำเป็นสำหรับการเริ่มต้นเป็น programmer จริงๆ,pos,แนะนำคอร์ส
693,"ทุกคนที่เกี่ยวข้องกับสายงานDev ควรจะมาดู เดี๋ยวนี้!
จะได้คุยกันรู้เรื่อง",pos,เข้าใจมากขึ้น
694,ชอบพี่คนสอนมากๆครับ ใช้คำพูดได้น่าฟัง และเป็นคอร์สที่เปิดโลกมากๆ,pos,ชอบมาก
696,"น่าจะมีแนะนำ ﻿﻿Tools  ที่ใช้ในการทำงาน เช่น ทำ Replicate Data base, Scale Server",pos,เข้าใจมากขึ้น
697,มาลองลงเรียนครับ ตั้งใจฟังเพียง 3 ชั่วโมง อาจจะช่วยเพิ่มเติมจุดที่มองข้ามไปได้,pos,ชมบ้างติบ้าง
698,เป็นการทบทวนที่ดีมาก ทำให้เข้าใจภาพรวมมากยิ่งขึ้น,pos,เข้าใจมากขึ้น
699,ได้มุมมองใหม่ ๆ ในการเป็น software engineer,pos,เข้าใจมากขึ้น
700,อธิบายเข้าใจได้ง่าย ใช้เวลาเรียนไม่นานเลย,pos,ชมบ้างติบ้าง
701,เป็นคอร์สที่เล่าเรื่องภาพรวมได้ดีมากๆครับ,pos,สอนดี
703,ดีมากครับ เหมาะสำหรับทุกคนเลย,pos,สอนดี
704,คอร์สเหมาะสำหรับ junior ครับ,pos,แนะนำคอร์ส
705,อธิบานเข้าใจง่ายดีครับ,pos,สอนดี
706,อธิบายได้เข้าใจง่ายมาก,pos,เข้าใจมากขึ้น
707,เนื้อหาดี ขอบคุณมากค่ะ,pos,ชอบมาก
709,ชอบมากๆเลยค่ะ,pos,ชอบมาก
711,"เราเป็นนักศึกษาจบใหม่ค่ะ ดีใจมาก ๆ ที่ได้มาเรียนคอร์สนี้ ชอบเนื้อหา และวิธีการนำเสนอของวิทยากรมากเลยค่ะ เข้าใจง่าย เห็นภาพชัดเจน 

อยากเสริมว่าถ้ามีการขึ้น text ที่เป็น keyword ขณะที่บรรยายขึ้นมาด้วยน่าจะโอเคขึ้นค่า 

แต่โดยรวมถือว่าโอเคมาก ๆ แล้ว เราได้ความรู้ มุมมอง และแพชชั่นใหม่ ๆ ในการทำงานมากเลย",pos,ชอบมาก
712,เป็นคอร์สที่เหมาะกับคนทำงานในองค์กร เพื่อพัฒนาตัวเองให้เก่งขึ้น และเหมาะกับองค์กรด้วย สำหรับหัวหน้าทีมหรือทีม HR เพราะว่าการเป็น top performer ไม่ใช่แค่คนทำงานเพียงอย่างเดียว องค์กรจะต้อง support พนักงานด้วยนะ,pos,แนะนำคอร์ส
713,เรียนรู้สิ่งใหม่ๆสิ่งเล็กๆที่บางครั้งเรามองข้ามโดยไม่ตั้งใจ ได้เรียนรู้ในการพัฒนาตนเองในการทำงาน เพื่อให้การทำงานในทีมมีประสิทธิภาพมากขึ้นและสร้างประโยชน์ต่อองค์กรได้เพิ่มขึ้น,pos,เข้าใจมากขึ้น
714,ชอบการแบ่งเนื้อหาเป็นเวลาพาร์ทสั้นๆทำให้เรารู้สึกโอ๊ยจบละกดดูต่อ ทำให้เราอยากดูไปเรื่อยๆเพราะเดี๋ยวก็จบแล้ว แต่บางจังหวะก็พูดเร็วจนฟังไม่ทันเลยค่ะ เนื้อหาดีมากเลยค่ะเป็นแนวทางให้คนที่ต้องการพัฒนาตัวเอง,pos,ชมบ้างติบ้าง
715,เป็นได้ทั้ง Guideline ให้กับพนักงานที่อยากจะเป็น Top performance และให้กับหัวหน้าที่จะมองหา Top performance จากในทีม,pos,เข้าใจมากขึ้น
716,ทุกคนที่ทำงานในองค์กรควรต้องได้เรียน คนสอนพูดจาฉะฉาน อธิบายทั้ง 10 ข้อได้เห็นภาพ และจดจำได้ง่าย,pos,ชมบ้างติบ้าง
717,มิงเห็นและเข้าใจ medel ที่ช่วยทำให้เราสนุกกับการทำงาน และให้ประสิทธิภาพสูงต่อองค์กร,pos,เข้าใจมากขึ้น
718,ตอบโจทย์ เข้าใจง่าย ทำให้ตระหนักได้ว่าหากเราอยากก้าวหน้าในองค์กรควรทำตัวอย่างไร,pos,ชมบ้างติบ้าง
720,คอร์สนี้ดีมากๆๆ ปกติที่เคยทำงานแบบหลงทางๆ จะได้โฟกัสได้ดียิ่งขึ้น,pos,แนะนำคอร์ส
721,ผู้สอนอธิบายใจความได้ละเอียดดีมาก + ทำให้เอาไปใช้ในการพัฒนาตัวเองในองค์กรณ์ในชีวิตประจำวันได้ด้วย,pos,เข้าใจมากขึ้น
722,เนื้อหาเหมาะกับทั้งหัวหน้าและลูกน้อง ขอบคุณที่มาแชร์มากๆครับ,pos,ชอบมาก
723,ชื่อคอร์ส กับเนื้อ สัมพันธ์กันมาก และเนื้อกระชับเข้าใจง่าย,pos,เข้าใจมากขึ้น
724,ดีค่ะ เนื้อหาย่อยง่าย กระชับ นำไปใช้ประโยชน์ได้,pos,สอนดี
728,สรุปสั้นๆได้ดี เข้าใจง่ายได้ใจความ,pos,เข้าใจมากขึ้น
729,เป็นบทสรุป 10 ที่ชัดเจน ค่ะ,pos,ชัดเจนเห็นภาพ
731,ควรค่าแก่การฟังครับ,pos,เข้าใจมากขึ้น
732,วิทยากรบรรยายไวไปนิดนึงนะคะ,pos,เข้าใจมากขึ้น
733,คิดว่าเป้นคอร์สที่ดีมาก ๆ สำหรับคนที่อยากจะศึกษาหาความรู้เกี่ยวกับ AGILE management ในองค์กรณ์เเละกระบวนการทำงาน มีการยก case study ที่น่าสนใจมาเป็นตัวอย่างเเละผู้สอนมีความเข้าใจในเชิงagile อย่างถ่องเเท้ สามารถอธิบายframework ยาก ๆ เเตกออกมาเป็นกระบวนการที่เข้าใจง่าย เหมาะมาก ๆ สำหรับคนที่อยากจะศึกษาเพิ่มเติมเเละเอาไปต่อยอดในเรื่องของ project / organization management,pos,แนะนำคอร์ส
734,ช่วยทำให้เข้าใจ agile แบบง่ายๆ อาจารย์ต้าสอนดี พูดแล้วฟังเข้าใจง่าย ไม่น่าเบื้อ แม้คอร์สจะใช้เวลาประมาณเกือบ 3 ชั่วโมง และชอบที่มีเคสต่างๆยกมาเยอะที่เกี่ยวกับการทำ Agile ช่วยให้เข้าใจมากขึ้น,pos,เข้าใจมากขึ้น
735,เป็นคอร์สที่ดีมากๆค่ะ ทำให้เข้าใจการทำงานแบบ Agile ได้ชัดเจน case study สามารถช่วยให้เห็นภาพมากขึ้น และสามารถนำไปต่อยอดในการทำงานได้ค่ะ,pos,สามารถนำไปใช้
736,ถ้ากำลังทำงานโปรเจกต์อยู่แล้วรู้สึกหลงทาง การเรียนคอร์สนี้เหมือนได้กลับมาตั้งต้นใหม่ เห็นภาพกว้างๆ เพื่อจะเดินต่อไปได้อย่างมั่นใจขึ้น,pos,แนะนำคอร์ส
737,ได้เข้าใจ Framwork และวิธีการคิดเกี่ยวกับ Agile ได้ดีขึ้นมากๆ สิ่งสำคัญคือ Value ที่เราจะส่งมอบให้กับลูกค้า ประทับใจมากคะ :),pos,ชอบมาก
738,นำสิ่งที่ควรรู้สำหรับการทำ Agile มาย่อยให้ค่อยๆ ได้เรียนรู้กันไปแบบเข้าใจง่ายมากๆ สมกับชื่อคอร์ส Agile Essentials จริงๆ ค่ะ,pos,ชมบ้างติบ้าง
739,Essential สมชื่อคอร์ส เหมาะสำหรับคนที่มาจากสายงานอื่น completely แต่สงสัยมานานว่า Vocab ทั้งหลายที่เห็นใน JD ตามเว็บสมัครงาน มันคืออะไรเสียที เข้าใจเห็นภาพชัดเจนเลยครับ,pos,ชัดเจนเห็นภาพ
740,เป็นพื้นฐานเริ่มต้นที่ดีที่ทำให้เราเข้าใจ objective ของภาพรวมการทำงานแบบ Agile และมีตัวอย่างที่เข้าใจง่าย ทั้งเชิง Software dev. and Business process (project mgt),pos,แนะนำคอร์ส
741,"เป็นคอร์สเริ่มต้นของ Agile ไม่ได้ลงรายละเอียดเชิงลึก แต่ได้เห็นภาพรวมของการทำงานแบบ Agile ได้
ผู้สอนสามารถอธิบายได้ดี เข้าใจง่าย",pos,แนะนำคอร์ส
742,ได้ทั้งความรู้ และ Mindset ที่จะนำไปปรับใช้ต่อให้ในทีมได้อีกมากเลยครับ,pos,ชอบมาก
743,สอนเข้าใจง่าย เข้าใจ concept Agile และการนำไปใช้งานได้ดีมากขึ้นค่ะ,pos,เข้าใจมากขึ้น
744,"ครบถ้วน คอนเซปต์ และตัวอย่าง Lean, Agile ช่วยให้ได้ mindset",pos,เข้าใจมากขึ้น
747,ได้แง่คิดที่จะไปปรับใช้กับการทำงานของตนเองได้ดีมาก,pos,สอนดี
748,มาเรียนกันเถอะครับ จะได้เลิก Agile แบบงงๆ,pos,ชมบ้างติบ้าง
750,สร้างความเข้าใจ และให้เห็นภาพในเรื่องต่างๆ ได้ชัดเจนขึ้น,pos,ชัดเจนเห็นภาพ
751,เข้าใจ Agile มากขึ้นเยอะเลยค่ะ,pos,เข้าใจมากขึ้น
752,"เป็นคอร์สที่ดีมากคอร์สนึงเลย เพราะเราอาจจะชินกับ คำบางคำหรือประโยคที่เราใช้ประจำจนลืมคิดไปถึงความรู้สึกของผู้ใช้ เมื่อเรียนคอร์สนี้แล้ว ทำให้ได้รู้ถึง ความสำคัญของงาน UX Writing ขึ้นมาเลยทีเดียว กำนิยามคำว่า "" ถ้าคำพูดที่ดูดีเพียงไม่กี่คำ ก็ทำให้แอพพลิเคชั่นนั้นดูดีขึ้นมาเลยทีเดียว """,pos,ชมบ้างติบ้าง
753,สำหรับคนนอกสายงาน UX แต่สนใจด้าน UX Writing คอร์สนี้คือตอบโจทย์มาก เพราะได้เรียนรู้หลักการและกระบวนการทำงานที่ใช้จริงในสายงานนี้ ส่วนตัวแล้วรู้สึกว่าช่วยได้เยอะกับคนที่กำลังต้องการจะเปลี่ยนสายงานตัวเองมาเป็น UX Writer,pos,ชมบ้างติบ้าง
754,เคยคิดว่า ใช้ภาษาเขียนที่เป็นทางการไว้จะดีที่สุด จนกระทั่งได้เรียนคอร์สนี้ เป็นคอร์สที่ดีมากๆ ครับ คิดว่าสามารถนำไปประยุกต์ใช้ได้กับงานสาย Marketing ได้ด้วย,pos,ชมบ้างติบ้าง
755,"ได้เห็นหลักการการเขียนที่เฉพาะเจาะจงในการทำ UX 
ชอบแนวคิดจิตวิทยาที่ใช้ในการเขียนต่างๆ 
การใช้คำภาษาพูดเพื่อสื่อสารกับ user ให้ง่ายขึ้น",pos,เข้าใจมากขึ้น
756,สอนพื้นฐานที่ควรรู้ได้ดี เข้าใจง่ายกว่าอ่านเอง แต่ไปเร็วมาก ต้องกดย้อนฟังใหม่เรื่อยๆ หรือกดหยุดเรื่อยๆ ชอบที่มีแบบฝึกหัดให้ค่ะ,pos,ชมบ้างติบ้าง
757,เนื้อหาโอเคเข้าใจง่ายค่ะ แต่สไลด์เป็นภาษาอังกฤษหมด และมักจะอธิบายไทยปนอังกฤษด้วยทำให้บางเรื่องก็เข้าใจยากค่ะ,pos,ชมบ้างติบ้าง
758,เหมาะกับผู้ต้องการเข้าใจภาพรวมเรื่อง UX writing เบื้องต้นสำหรับไปศึกษาต่อหรือทดลองปฏิบัติเพิ่มเติมเองค่ะ,pos,แนะนำคอร์ส
760,เนื้อหา Airflow ค่อนข้างครอบคลุม มีการแทรกเรื่องที่จำเป็นต้องรู้ในการทำ Data Pipeline ในมิติต่าง ๆ ด้วย ความรู้จากคอร์สนี้สามารถนำไปต่อยอดและเพียงพอต่อการประยุกต์ใช้ในงานจริง,pos,สามารถนำไปใช้
761,ได้เรียน airflow ลึกกว่าที่คิดไว้มาก เนื้อหาครอบคลุมเรื่องที่ควรจะรู้ทุกอย่างเลย สามารถเอาไปใช้งานต่อได้เลย,pos,ชอบมาก
762,เป็นคอร์ส Scala สำหรับทุกคนที่จะเริ่มเขียนภาษานี้ หรือสนใจอยากลองเล่น ต้องได้เรียนครับ ตัวอย่างที่ใช้สอนสามารถเข้าใจได้ง่าย และทำตามได้,pos,แนะนำคอร์ส
763,สอนสนุก เข้าใจได้ง่าย ทำให้เห็นข้อดีต่างๆของ Scala ได้เป็นภาพ และสามารถนำไปประยุกต์ใช้งานได้จริง,pos,สามารถนำไปใช้
764,เป็นคอร์สที่มีการสอนอย่างครอบคลุม ครบถ้วน สอนถึงวิธีการลำดับความคิด วิธีการออกแบบสไลด์ รวมถึงเทคนิคการออกแบบต่างๆ ครูได้แนะนำหนังสือ เว็บไซต์ที่สามารถนำเป็นตัวอย่างในการออกแบบและการเลือกสี มีการสอนเทคนิคการใช้เครื่องมือใน powerpoint ที่ทำให้ง่ายต่อการออกแบบสไลด์ มีการให้ทำ workshop และสรุปบทเรียนทั้งหมด ทำให้การทำสไลด์ไม่ยากอย่างที่คิด,pos,เข้าใจมากขึ้น
765,คุณออย ตั้งใจทำออกมาได้ดีมาก สอนดีมากครับ,pos,สอนดี
766,คิดว่าเป็นคอร์สที่ครบและจบนะ สำหรับการเริ่มต้น sketch ภาพด้วย procreate เรียนแล้วรู้สึกว่าวาดได้ แม้จะไม่เคยเรียนวาดรูปมาก่อน ชอบที่มีการปูพื้นไล่ลำดับพื้นฐานที่สำคัญในการวาด แนะนำไอเดียการเลือกสิ่งที่วาด/มุมมองและการลงสี ลงแสงเงา คนสอนเก่งมาก ให้เทคนิค ชี้จุดที่คนมักพลาด แปลกใจเหมือนกัน ตอนเรียน คนสอนวาดให้ดู รู้สึกง่าย ทำตามได้แน่ๆ แต่พอลองวาด คือรู้เลยว่าคนสอนเก่งมากจริงๆ ต้องฝึกฝน ส่วนตัวชอบแบบฝึกหัดและสรุปมากกก,pos,ชมบ้างติบ้าง
767,คอร์สนี้เหมาะมากกับคนที่กำลังมองหาหนทางในการทำให้คนในทีม มองเห็นภาพรวมของบริษัทร่วมกัน ชอบที่สอนให้เห็นว่า ที่มาที่ไปของ OKRs มันโดนถอดมาจาก Mission และ Vision ของ บริษัทอย่างไร รวมถึงได้ยกตัวอย่างหลายๆ อย่างที่ตอบข้อสงสัย ที่เคยทำ OKRs ในทีมแล้วไม่สำเร็จด้วย,pos,ชมบ้างติบ้าง
768,เป็น 1 ใน course ที่อธิบาย OKRs ชัดเจน และเข้าใจง่ายที่สุดในประเทศไทย,pos,ชัดเจนเห็นภาพ
770,สอนพื้นฐานการใช้เครื่องมือ webscraper.io อย่างเป็นขั้นเป็นตอน ชัดเจน จากระดับง่ายๆ ไปถึงยากขึ้น มีตัวอย่างการ scrap หลากหลายเว็บไซต์ ช่วงท้ายมีสอน css อย่างเข้าใจง่าย เพื่อให้ดึงข้อมูลที่ต้องการได้ยืดหยุ่นขึ้น,pos,ชัดเจนเห็นภาพ
771,สนุกและมีประโยชน์มากค่ะ อาจารย์สอนเข้าใจง่าย ได้ฝึกทำไปด้วยจริงๆ ทำให้สามารถจำบทเรียนเพื่อนำไปใช้งานได้จริง,pos,สามารถนำไปใช้
772,คอร์สเรียนเข้าใจง่ายมาก คนไม่มีพื้นฐานก็สามารถเรียนได้ ตัวอย่างก็เห็นภาพชัดมากขึ้นเลยค้าบ,pos,แนะนำคอร์ส
773,แนะนำเลย สำหรับคนที่สนใจการวิเคราะห์ข้อมูล,pos,แนะนำคอร์ส
774,ใช้งานง่าน ทำได้จริงง,pos,สามารถนำไปใช้
775,very good,pos,เข้าใจมากขึ้น
776,ได้ความรู้ดีมากค่ะ,pos,สอนดี
777,5,pos,เข้าใจมากขึ้น
778,น้ำเสียงคำพูดการสื่อสารชัดเจนเข้าใจง่ายดีมากครับ,pos,ชัดเจนเห็นภาพ
780,เยี่ยมครับ,pos,เข้าใจมากขึ้น
781,เพิ่มมุมมอง  แนวคิดดีๆในการทำงาน,pos,สอนดี
782,ปรับ mindset ได้ดีครับ,pos,เข้าใจมากขึ้น
783,ดูจนจบ ได้ความรู้เยอะและเข้าใจง่ายมากๆคะ,pos,ชอบมาก
784,สอนดีมากเลยค่ะ สั้น กระชับ,pos,สอนดี
785,ok,pos,เข้าใจมากขึ้น
786,ขอบคุณมากครับ,pos,ชอบมาก
787,ได้ความรู้จากที่ไม่เคยรู้แล้วก็ไม่รู้ว่าจะไปหามาจากไหน ตอนนี้รู้แล้ว เมื่อเรียนคอร์สนี้เสร็จจะหาคอร์สอื่นของบริษัทนี้เรียนต่อ ขอบคุณมากครับ,pos,ชมบ้างติบ้าง
788,อาจารย์สอนได้ดีมากค่ะ น้ำเสียงท่าทาง น่าฟังน่าดู เรียนเพลินค่ะ เรียนหลายรอบเลยค่ะ ได้ทบทวน และนำไปปรับใช้ได้จริง,pos,สอนดี
789,อาจารย์สอนเข้าใจง่าย และมีแบบฝึกให้ลองทำ,pos,เข้าใจมากขึ้น
792,ให้ความรู้ดีค่ะ,pos,สอนดี
793,นอกจากใช้สอนลูกแล้ว พ่อแม่เองก็ได้ทบทวนภาษาไปด้วยในตัวค่ะ สนุกดีค่ะ,pos,สอนดี
794,เป็นบทเรียนที่ดีมากครับ,pos,สอนดี
796,"The missing piece, there every trader find out. is here krub.",pos,เข้าใจมากขึ้น
797,สอนดี เข้าใจง่าย,pos,สอนดี
799,เห็นภาพ และเข้าใจมีการแสดงที่ชัดเจน,pos,ชัดเจนเห็นภาพ
800,ชัดเจน และสามารถนำไปใช้ในชีวิตประจำวันในประเทศจีน และได้ความรู้จากภาษาจีน,pos,ชัดเจนเห็นภาพ
801,คุ้มค่าต่อการเสียเงิน Happy เข้าใจง่าย ใช้ได้จริง รักครูเงาะมากๆฮะ ถือว่าคอมพรีทแล้วที่ได้เรีบนกับครูเงาะสักครั้งนึง,pos,สามารถนำไปใช้
802,สนุก เข้าใจง่าย ใช้ได้จริง ขอบคุณค่ะ,pos,สามารถนำไปใช้
803,ครูสอนดีเข้าใจ ลงตัว นำไปใช้ในชีวิตประจำวันได้ครับ...,pos,สอนดี
805,สอนเข้าใจง่าย ชัดเจน ใช้ได้จริงค่ะ ขอบคุณมากๆเลยค่ะ,pos,เข้าใจมากขึ้น
807,Good Thread Group Explanation,pos,เข้าใจมากขึ้น
808,"ได้รู้เรียน Indicator, จุดเข้า, จุดขาย, stop loss กับ mind set ในการเทรด
คิดว่ามั่นใจในการเทรดมากขึ้น
ขอบคุณครับ",pos,ชมบ้างติบ้าง
809,ได้ความรู้และสนุกสนานมากค่ะ,pos,ชอบมาก
810,27  c และ d ซ้ำ.....,pos,เข้าใจมากขึ้น
811,เนื้อหาครอบคลุมแทบหมด ลองไปกด F12 เว็บอื่นดูสามารถอ่านโค๊ดเข้าใจ90%,pos,เข้าใจมากขึ้น
812,เนื้อหาครบ อธิบายดี เหมาะสำหรับ ผู้เริ่มต้น ครับ  แนะนำครับ,pos,แนะนำคอร์ส
813,คุ้มค่ากับความรู้ที่ได้มากครับ ที่สำตัญมี ชีทสรุปให้ด้วย ไว้ทวนความจำ ได้เป็นอย่างดี ครับ,pos,ชอบมาก
814,อธิบายได้ละเอียด ชัดเจนดี สามารถทำตามได้ทัน,pos,ชัดเจนเห็นภาพ
815,ชอบครับ,pos,เข้าใจมากขึ้น
816,ชอบมากครับ แต่ก็รู้สึกยากอยู่ครับ,pos,ชอบมาก
818,สั้นดี,pos,สอนดี
820,ดีมากเลยครับเข้าใจอะไรมากขึ้นเกียวกับ nft,pos,เข้าใจมากขึ้น
822,เข้าใจง่าย ฟังเพลินดีค่ะ ติดตรงที่มีคำติดปากท้ายประโยค เช่น อ่า แต่โดยรวมดีเลยค่ะ เป็นบทเรียนที่ช่วยค้นหาคำตอบบางอย่างในชีวิตให้กับตัวเอง ขอบคุณที่มาเเบ่งปันนะคะ,pos,สอนดี
823,วิทยากร บรรยา เข้าใจง่าย มีการยกตัวอย่างประกอบ การลงทะเบียน การเข้าเรียน ก้สะดวก,pos,เข้าใจมากขึ้น
824,สอนดีมากครับ เรื่อง Money Management เป็นเรื่องที่ผมตามหามานาน ไม่ค่อยมีสอน ได้ความรู้เยอะมากครับ ขอบคุณครับ,pos,สอนดี
825,อธิบายดีมาก ใจเย็น เข้าใจง่าย ชอบมากค่ะ,pos,เข้าใจมากขึ้น
826,สอนเข้าใจง่าย,pos,เข้าใจมากขึ้น
827,เหนื่อยแน่,pos,เข้าใจมากขึ้น
829,"โดนตกจากคอร์สนี้จากคำว่า 
""สไตล์คนใช้ Excel"" อยากเรียนอยู่แล้ว ก็เลยสมัครดู บวกกับดูพรีวิวการสอนของอาจารย์ น้ำเสียงไม่เครียด สนุก

หลังจากเรียนบทจากที่ 3 เท่านั้น
สิ่งที่น่าประทับใจนอกเหนือจากโปรแกรม power BI ก็คือ 
1. การเรียงลำดับการสอนที่ดี
2. อธิบายเข้าใจและมีการยกตัวอย่างที่ทำให้เห็นความแตกต่างของผลลัพธ์
3. สำหรับคนที่ไม่มีพื้นฐานอย่างเรา เรียน ทำตามถึงแค่บทที่ 3 อาจารย์พาตั้งข้อสังเกต ลองเล่น จนคุ้นชิน

รวมๆ แล้ว เรียนสมัครเรียนไม่ผิดคอร์สจริงๆค่ะ",pos,ชมบ้างติบ้าง
830,เข้าใจง่าย,pos,เข้าใจมากขึ้น
