,comments,target
698,เป็นการทบทวนที่ดีมาก ทำให้เข้าใจภาพรวมมากยิ่งขึ้น,pos
699,ได้มุมมองใหม่ ๆ ในการเป็น software engineer,pos
700,อธิบายเข้าใจได้ง่าย ใช้เวลาเรียนไม่นานเลย,pos
701,เป็นคอร์สที่เล่าเรื่องภาพรวมได้ดีมากๆครับ,pos
702,อยากให้เพิ่มตัวอย่างในบางบทมากกว่านี้เช่น Testing 3 แบบในโค๊ดทำแบบไหน CI/CD หน้าจะเพิ่มตวอย่างมากกว่านี้ครับ,neg
703,ดีมากครับ เหมาะสำหรับทุกคนเลย,pos
704,คอร์สเหมาะสำหรับ junior ครับ,pos
705,อธิบานเข้าใจง่ายดีครับ,pos
706,อธิบายได้เข้าใจง่ายมาก,pos
707,เนื้อหาดี ขอบคุณมากค่ะ,pos
708,โดยส่วนใหญ่จะเน้นไปในเชิงความรู้พื้นฐาน,neg
709,ชอบมากๆเลยค่ะ,pos
710,คาดหวังจะได้อะไรมากกว่านี้ เนื้อหาพื้นเกินไป หรือผมอาจจะคาดหวังเกินเพราะอยากได้แนวๆที่ไกด์ไปถึงแนวทางที่จะไปทำบริษัทระดับต้นๆ ถ้ามีการปรับปุรงเนื้อหาจะแวะมาให้ดาวใหม่,neg
711,"เราเป็นนักศึกษาจบใหม่ค่ะ ดีใจมาก ๆ ที่ได้มาเรียนคอร์สนี้ ชอบเนื้อหา และวิธีการนำเสนอของวิทยากรมากเลยค่ะ เข้าใจง่าย เห็นภาพชัดเจน 

อยากเสริมว่าถ้ามีการขึ้น text ที่เป็น keyword ขณะที่บรรยายขึ้นมาด้วยน่าจะโอเคขึ้นค่า 

แต่โดยรวมถือว่าโอเคมาก ๆ แล้ว เราได้ความรู้ มุมมอง และแพชชั่นใหม่ ๆ ในการทำงานมากเลย",pos
712,เป็นคอร์สที่เหมาะกับคนทำงานในองค์กร เพื่อพัฒนาตัวเองให้เก่งขึ้น และเหมาะกับองค์กรด้วย สำหรับหัวหน้าทีมหรือทีม HR เพราะว่าการเป็น top performer ไม่ใช่แค่คนทำงานเพียงอย่างเดียว องค์กรจะต้อง support พนักงานด้วยนะ,pos
713,เรียนรู้สิ่งใหม่ๆสิ่งเล็กๆที่บางครั้งเรามองข้ามโดยไม่ตั้งใจ ได้เรียนรู้ในการพัฒนาตนเองในการทำงาน เพื่อให้การทำงานในทีมมีประสิทธิภาพมากขึ้นและสร้างประโยชน์ต่อองค์กรได้เพิ่มขึ้น,pos
714,ชอบการแบ่งเนื้อหาเป็นเวลาพาร์ทสั้นๆทำให้เรารู้สึกโอ๊ยจบละกดดูต่อ ทำให้เราอยากดูไปเรื่อยๆเพราะเดี๋ยวก็จบแล้ว แต่บางจังหวะก็พูดเร็วจนฟังไม่ทันเลยค่ะ เนื้อหาดีมากเลยค่ะเป็นแนวทางให้คนที่ต้องการพัฒนาตัวเอง,pos
715,เป็นได้ทั้ง Guideline ให้กับพนักงานที่อยากจะเป็น Top performance และให้กับหัวหน้าที่จะมองหา Top performance จากในทีม,pos
716,ทุกคนที่ทำงานในองค์กรควรต้องได้เรียน คนสอนพูดจาฉะฉาน อธิบายทั้ง 10 ข้อได้เห็นภาพ และจดจำได้ง่าย,pos
717,มิงเห็นและเข้าใจ medel ที่ช่วยทำให้เราสนุกกับการทำงาน และให้ประสิทธิภาพสูงต่อองค์กร,pos
718,ตอบโจทย์ เข้าใจง่าย ทำให้ตระหนักได้ว่าหากเราอยากก้าวหน้าในองค์กรควรทำตัวอย่างไร,pos
719,เหมือนเป็นกระจกสะท้อนตัวเอง ว่าควรปรับ เพิ่ม หรือลดอะไรที่ไม่ควรลงบ้าง,pos
720,คอร์สนี้ดีมากๆๆ ปกติที่เคยทำงานแบบหลงทางๆ จะได้โฟกัสได้ดียิ่งขึ้น,pos
721,ผู้สอนอธิบายใจความได้ละเอียดดีมาก + ทำให้เอาไปใช้ในการพัฒนาตัวเองในองค์กรณ์ในชีวิตประจำวันได้ด้วย,pos
722,เนื้อหาเหมาะกับทั้งหัวหน้าและลูกน้อง ขอบคุณที่มาแชร์มากๆครับ,pos
723,ชื่อคอร์ส กับเนื้อ สัมพันธ์กันมาก และเนื้อกระชับเข้าใจง่าย,pos
724,ดีค่ะ เนื้อหาย่อยง่าย กระชับ นำไปใช้ประโยชน์ได้,pos
725,คอร์สฟรี เนื้อหานำไปใช้ได้จริง คุ้มค่าครับ,pos
726,"CEO, middle management ควรฟัง คู่ควร",pos
727,คอร์สฟรี คาดหวังการลงดีเทลไม่ได้ เหมือนทดลองเรียนมากกว่า,pos
728,สรุปสั้นๆได้ดี เข้าใจง่ายได้ใจความ,pos
729,เป็นบทสรุป 10 ที่ชัดเจน ค่ะ,pos
730,อยากให้เพิ่มซับไตเติลหรือขึ้นสรุปสั้นๆ + เพิ่มเคสตัวอย่าง,neg
731,ควรค่าแก่การฟังครับ,pos
732,วิทยากรบรรยายไวไปนิดนึงนะคะ,pos
733,คิดว่าเป้นคอร์สที่ดีมาก ๆ สำหรับคนที่อยากจะศึกษาหาความรู้เกี่ยวกับ AGILE management ในองค์กรณ์เเละกระบวนการทำงาน มีการยก case study ที่น่าสนใจมาเป็นตัวอย่างเเละผู้สอนมีความเข้าใจในเชิงagile อย่างถ่องเเท้ สามารถอธิบายframework ยาก ๆ เเตกออกมาเป็นกระบวนการที่เข้าใจง่าย เหมาะมาก ๆ สำหรับคนที่อยากจะศึกษาเพิ่มเติมเเละเอาไปต่อยอดในเรื่องของ project / organization management,pos
734,ช่วยทำให้เข้าใจ agile แบบง่ายๆ อาจารย์ต้าสอนดี พูดแล้วฟังเข้าใจง่าย ไม่น่าเบื้อ แม้คอร์สจะใช้เวลาประมาณเกือบ 3 ชั่วโมง และชอบที่มีเคสต่างๆยกมาเยอะที่เกี่ยวกับการทำ Agile ช่วยให้เข้าใจมากขึ้น,pos
735,เป็นคอร์สที่ดีมากๆค่ะ ทำให้เข้าใจการทำงานแบบ Agile ได้ชัดเจน case study สามารถช่วยให้เห็นภาพมากขึ้น และสามารถนำไปต่อยอดในการทำงานได้ค่ะ,pos
736,ถ้ากำลังทำงานโปรเจกต์อยู่แล้วรู้สึกหลงทาง การเรียนคอร์สนี้เหมือนได้กลับมาตั้งต้นใหม่ เห็นภาพกว้างๆ เพื่อจะเดินต่อไปได้อย่างมั่นใจขึ้น,pos
737,ได้เข้าใจ Framwork และวิธีการคิดเกี่ยวกับ Agile ได้ดีขึ้นมากๆ สิ่งสำคัญคือ Value ที่เราจะส่งมอบให้กับลูกค้า ประทับใจมากคะ :),pos
738,นำสิ่งที่ควรรู้สำหรับการทำ Agile มาย่อยให้ค่อยๆ ได้เรียนรู้กันไปแบบเข้าใจง่ายมากๆ สมกับชื่อคอร์ส Agile Essentials จริงๆ ค่ะ,pos
739,Essential สมชื่อคอร์ส เหมาะสำหรับคนที่มาจากสายงานอื่น completely แต่สงสัยมานานว่า Vocab ทั้งหลายที่เห็นใน JD ตามเว็บสมัครงาน มันคืออะไรเสียที เข้าใจเห็นภาพชัดเจนเลยครับ,pos
740,เป็นพื้นฐานเริ่มต้นที่ดีที่ทำให้เราเข้าใจ objective ของภาพรวมการทำงานแบบ Agile และมีตัวอย่างที่เข้าใจง่าย ทั้งเชิง Software dev. and Business process (project mgt),pos
741,"เป็นคอร์สเริ่มต้นของ Agile ไม่ได้ลงรายละเอียดเชิงลึก แต่ได้เห็นภาพรวมของการทำงานแบบ Agile ได้
ผู้สอนสามารถอธิบายได้ดี เข้าใจง่าย",pos
742,ได้ทั้งความรู้ และ Mindset ที่จะนำไปปรับใช้ต่อให้ในทีมได้อีกมากเลยครับ,pos
743,สอนเข้าใจง่าย เข้าใจ concept Agile และการนำไปใช้งานได้ดีมากขึ้นค่ะ,pos
744,"ครบถ้วน คอนเซปต์ และตัวอย่าง Lean, Agile ช่วยให้ได้ mindset",pos
745,เข้าใจ mind set ของ agile ผ่านการอธิบาย concept และตัวอย่าง,pos
746,"อยากให้ยกตัวอย่าง อีกหน่อย เช่นการมี VDO สอนการ example ยืน stand up meeting

การสอนการวางงานในแต่ละ Sprint

ตัวอย่างที่ PM จะทำ Restrospec ควรพูดประมาณไหน",neg
747,ได้แง่คิดที่จะไปปรับใช้กับการทำงานของตนเองได้ดีมาก,pos
748,มาเรียนกันเถอะครับ จะได้เลิก Agile แบบงงๆ,pos
749,"ผู้สอนอธิบายได้ดี
เป็นคอร์สอธิบายเกี่ยวกับ Agile แต่ไม่ได้ลงลึกจนถึงแนวทางปฎิบัติในแต่ละขั้นตอนการทำงานแบบ Agile",neg
750,สร้างความเข้าใจ และให้เห็นภาพในเรื่องต่างๆ ได้ชัดเจนขึ้น,pos
751,เข้าใจ Agile มากขึ้นเยอะเลยค่ะ,pos
752,"เป็นคอร์สที่ดีมากคอร์สนึงเลย เพราะเราอาจจะชินกับ คำบางคำหรือประโยคที่เราใช้ประจำจนลืมคิดไปถึงความรู้สึกของผู้ใช้ เมื่อเรียนคอร์สนี้แล้ว ทำให้ได้รู้ถึง ความสำคัญของงาน UX Writing ขึ้นมาเลยทีเดียว กำนิยามคำว่า "" ถ้าคำพูดที่ดูดีเพียงไม่กี่คำ ก็ทำให้แอพพลิเคชั่นนั้นดูดีขึ้นมาเลยทีเดียว """,pos
753,สำหรับคนนอกสายงาน UX แต่สนใจด้าน UX Writing คอร์สนี้คือตอบโจทย์มาก เพราะได้เรียนรู้หลักการและกระบวนการทำงานที่ใช้จริงในสายงานนี้ ส่วนตัวแล้วรู้สึกว่าช่วยได้เยอะกับคนที่กำลังต้องการจะเปลี่ยนสายงานตัวเองมาเป็น UX Writer,pos
754,เคยคิดว่า ใช้ภาษาเขียนที่เป็นทางการไว้จะดีที่สุด จนกระทั่งได้เรียนคอร์สนี้ เป็นคอร์สที่ดีมากๆ ครับ คิดว่าสามารถนำไปประยุกต์ใช้ได้กับงานสาย Marketing ได้ด้วย,pos
755,"ได้เห็นหลักการการเขียนที่เฉพาะเจาะจงในการทำ UX 
ชอบแนวคิดจิตวิทยาที่ใช้ในการเขียนต่างๆ 
การใช้คำภาษาพูดเพื่อสื่อสารกับ user ให้ง่ายขึ้น",pos
756,สอนพื้นฐานที่ควรรู้ได้ดี เข้าใจง่ายกว่าอ่านเอง แต่ไปเร็วมาก ต้องกดย้อนฟังใหม่เรื่อยๆ หรือกดหยุดเรื่อยๆ ชอบที่มีแบบฝึกหัดให้ค่ะ,pos
757,เนื้อหาโอเคเข้าใจง่ายค่ะ แต่สไลด์เป็นภาษาอังกฤษหมด และมักจะอธิบายไทยปนอังกฤษด้วยทำให้บางเรื่องก็เข้าใจยากค่ะ,pos
758,เหมาะกับผู้ต้องการเข้าใจภาพรวมเรื่อง UX writing เบื้องต้นสำหรับไปศึกษาต่อหรือทดลองปฏิบัติเพิ่มเติมเองค่ะ,pos
759,เหมาะกับผู้ที่สนใจเเละอยากเรียนรู้ตั้งเเต่ต้น,pos
760,เนื้อหา Airflow ค่อนข้างครอบคลุม มีการแทรกเรื่องที่จำเป็นต้องรู้ในการทำ Data Pipeline ในมิติต่าง ๆ ด้วย ความรู้จากคอร์สนี้สามารถนำไปต่อยอดและเพียงพอต่อการประยุกต์ใช้ในงานจริง,pos
761,ได้เรียน airflow ลึกกว่าที่คิดไว้มาก เนื้อหาครอบคลุมเรื่องที่ควรจะรู้ทุกอย่างเลย สามารถเอาไปใช้งานต่อได้เลย,pos
762,เป็นคอร์ส Scala สำหรับทุกคนที่จะเริ่มเขียนภาษานี้ หรือสนใจอยากลองเล่น ต้องได้เรียนครับ ตัวอย่างที่ใช้สอนสามารถเข้าใจได้ง่าย และทำตามได้,pos
763,สอนสนุก เข้าใจได้ง่าย ทำให้เห็นข้อดีต่างๆของ Scala ได้เป็นภาพ และสามารถนำไปประยุกต์ใช้งานได้จริง,pos
764,เป็นคอร์สที่มีการสอนอย่างครอบคลุม ครบถ้วน สอนถึงวิธีการลำดับความคิด วิธีการออกแบบสไลด์ รวมถึงเทคนิคการออกแบบต่างๆ ครูได้แนะนำหนังสือ เว็บไซต์ที่สามารถนำเป็นตัวอย่างในการออกแบบและการเลือกสี มีการสอนเทคนิคการใช้เครื่องมือใน powerpoint ที่ทำให้ง่ายต่อการออกแบบสไลด์ มีการให้ทำ workshop และสรุปบทเรียนทั้งหมด ทำให้การทำสไลด์ไม่ยากอย่างที่คิด,pos
765,คุณออย ตั้งใจทำออกมาได้ดีมาก สอนดีมากครับ,pos
766,คิดว่าเป็นคอร์สที่ครบและจบนะ สำหรับการเริ่มต้น sketch ภาพด้วย procreate เรียนแล้วรู้สึกว่าวาดได้ แม้จะไม่เคยเรียนวาดรูปมาก่อน ชอบที่มีการปูพื้นไล่ลำดับพื้นฐานที่สำคัญในการวาด แนะนำไอเดียการเลือกสิ่งที่วาด/มุมมองและการลงสี ลงแสงเงา คนสอนเก่งมาก ให้เทคนิค ชี้จุดที่คนมักพลาด แปลกใจเหมือนกัน ตอนเรียน คนสอนวาดให้ดู รู้สึกง่าย ทำตามได้แน่ๆ แต่พอลองวาด คือรู้เลยว่าคนสอนเก่งมากจริงๆ ต้องฝึกฝน ส่วนตัวชอบแบบฝึกหัดและสรุปมากกก,pos
767,คอร์สนี้เหมาะมากกับคนที่กำลังมองหาหนทางในการทำให้คนในทีม มองเห็นภาพรวมของบริษัทร่วมกัน ชอบที่สอนให้เห็นว่า ที่มาที่ไปของ OKRs มันโดนถอดมาจาก Mission และ Vision ของ บริษัทอย่างไร รวมถึงได้ยกตัวอย่างหลายๆ อย่างที่ตอบข้อสงสัย ที่เคยทำ OKRs ในทีมแล้วไม่สำเร็จด้วย,pos
768,เป็น 1 ใน course ที่อธิบาย OKRs ชัดเจน และเข้าใจง่ายที่สุดในประเทศไทย,pos
769,เข้าใจ concept มากขึ้น,neg
770,สอนพื้นฐานการใช้เครื่องมือ webscraper.io อย่างเป็นขั้นเป็นตอน ชัดเจน จากระดับง่ายๆ ไปถึงยากขึ้น มีตัวอย่างการ scrap หลากหลายเว็บไซต์ ช่วงท้ายมีสอน css อย่างเข้าใจง่าย เพื่อให้ดึงข้อมูลที่ต้องการได้ยืดหยุ่นขึ้น,pos
771,สนุกและมีประโยชน์มากค่ะ อาจารย์สอนเข้าใจง่าย ได้ฝึกทำไปด้วยจริงๆ ทำให้สามารถจำบทเรียนเพื่อนำไปใช้งานได้จริง,pos
772,คอร์สเรียนเข้าใจง่ายมาก คนไม่มีพื้นฐานก็สามารถเรียนได้ ตัวอย่างก็เห็นภาพชัดมากขึ้นเลยค้าบ,pos
773,แนะนำเลย สำหรับคนที่สนใจการวิเคราะห์ข้อมูล,pos
774,ใช้งานง่าน ทำได้จริงง,pos
775,very good,pos
776,ได้ความรู้ดีมากค่ะ,pos
777,5,pos
778,น้ำเสียงคำพูดการสื่อสารชัดเจนเข้าใจง่ายดีมากครับ,pos
779,ต้องการให้มีการบรรยายมากกว่า 1 ท่าน เพื่อให้ไม่ดูเป็น monotone มากเกินไป,neg
780,เยี่ยมครับ,pos
781,เพิ่มมุมมอง  แนวคิดดีๆในการทำงาน,pos
782,ปรับ mindset ได้ดีครับ,pos
783,ดูจนจบ ได้ความรู้เยอะและเข้าใจง่ายมากๆคะ,pos
784,สอนดีมากเลยค่ะ สั้น กระชับ,pos
785,ok,pos
786,ขอบคุณมากครับ,pos
787,ได้ความรู้จากที่ไม่เคยรู้แล้วก็ไม่รู้ว่าจะไปหามาจากไหน ตอนนี้รู้แล้ว เมื่อเรียนคอร์สนี้เสร็จจะหาคอร์สอื่นของบริษัทนี้เรียนต่อ ขอบคุณมากครับ,pos
788,อาจารย์สอนได้ดีมากค่ะ น้ำเสียงท่าทาง น่าฟังน่าดู เรียนเพลินค่ะ เรียนหลายรอบเลยค่ะ ได้ทบทวน และนำไปปรับใช้ได้จริง,pos
789,อาจารย์สอนเข้าใจง่าย และมีแบบฝึกให้ลองทำ,pos
790,การอธิบายมีความชัดเจน ไม่เร็วเกินไป และตัวอย่างประกอบ,pos
791,อยากให้มีเอกสารดาวโหลดคะ,neg
792,ให้ความรู้ดีค่ะ,pos
793,นอกจากใช้สอนลูกแล้ว พ่อแม่เองก็ได้ทบทวนภาษาไปด้วยในตัวค่ะ สนุกดีค่ะ,pos
794,เป็นบทเรียนที่ดีมากครับ,pos
795,เสียดายเงิน ในยูทูปฟรีสอนดีกว่าเยอะ,neg
796,"The missing piece, there every trader find out. is here krub.",pos
797,สอนดี เข้าใจง่าย,pos
798,สอนเน้นหลักการได้ดี แต่อยากให้เพิ่มเติมคำแนะนำหรือวิธีการตั้งหรือ set ค่ากราฟในโปรแกรมต่างๆ ที่เข้าถึงได้ หรืออาจให้คู่มือแนบง่ายๆ สำหรับมือใหม่ เพื่อให้ set กราฟเทคนิคได้ถูกต้องค่ะ,pos
799,เห็นภาพ และเข้าใจมีการแสดงที่ชัดเจน,pos
800,ชัดเจน และสามารถนำไปใช้ในชีวิตประจำวันในประเทศจีน และได้ความรู้จากภาษาจีน,pos
801,คุ้มค่าต่อการเสียเงิน Happy เข้าใจง่าย ใช้ได้จริง รักครูเงาะมากๆฮะ ถือว่าคอมพรีทแล้วที่ได้เรีบนกับครูเงาะสักครั้งนึง,pos
802,สนุก เข้าใจง่าย ใช้ได้จริง ขอบคุณค่ะ,pos
803,ครูสอนดีเข้าใจ ลงตัว นำไปใช้ในชีวิตประจำวันได้ครับ...,pos
804,อยากให้อาจารณ์ลง Detail มากกว่านี้ อยากได้ตัวอย่างการคำนวณมากกว่านี้,neg
805,สอนเข้าใจง่าย ชัดเจน ใช้ได้จริงค่ะ ขอบคุณมากๆเลยค่ะ,pos
806,เยี่ยมค่ะ หายาก มาก คอร์ส นี้,pos
807,Good Thread Group Explanation,pos
808,"ได้รู้เรียน Indicator, จุดเข้า, จุดขาย, stop loss กับ mind set ในการเทรด
คิดว่ามั่นใจในการเทรดมากขึ้น
ขอบคุณครับ",pos
809,ได้ความรู้และสนุกสนานมากค่ะ,pos
810,27  c และ d ซ้ำ.....,neg
811,เนื้อหาครอบคลุมแทบหมด ลองไปกด F12 เว็บอื่นดูสามารถอ่านโค๊ดเข้าใจ90%,pos
812,เนื้อหาครบ อธิบายดี เหมาะสำหรับ ผู้เริ่มต้น ครับ  แนะนำครับ,pos
813,คุ้มค่ากับความรู้ที่ได้มากครับ ที่สำตัญมี ชีทสรุปให้ด้วย ไว้ทวนความจำ ได้เป็นอย่างดี ครับ,pos
814,อธิบายได้ละเอียด ชัดเจนดี สามารถทำตามได้ทัน,pos
815,ชอบครับ,pos
816,ชอบมากครับ แต่ก็รู้สึกยากอยู่ครับ,pos
817,เหมือนทุกอย่างอยู่ในพุทธศาสนา โชคดีคนไทยมีพุทธศาสนาอยู่ใกล้ตัวมากๆครับ,pos
818,สั้นดี,pos
819,เป็นการบอกเล่า Overview NFT ได้ดีเลยครับสำหรับมือใหม่ แต่อยากลงลึกไปถึงการสร้างว่าจะสร้างยังไงได้บ้าง ตอนนี้เข้าใจคอนเสปโดยรวมๆแล้วเหลือแต่วิธีการสร้างด้วยโปรแกรมนี่แหละครับที่ยังไม่ค่อยเห็นภาพเท่าไร,pos
820,ดีมากเลยครับเข้าใจอะไรมากขึ้นเกียวกับ nft,pos
821,หาไฟล์ ebook ที่แนบมาให้ไม่เจอค่ะ,neg
822,เข้าใจง่าย ฟังเพลินดีค่ะ ติดตรงที่มีคำติดปากท้ายประโยค เช่น อ่า แต่โดยรวมดีเลยค่ะ เป็นบทเรียนที่ช่วยค้นหาคำตอบบางอย่างในชีวิตให้กับตัวเอง ขอบคุณที่มาเเบ่งปันนะคะ,pos
823,วิทยากร บรรยา เข้าใจง่าย มีการยกตัวอย่างประกอบ การลงทะเบียน การเข้าเรียน ก้สะดวก,pos
824,สอนดีมากครับ เรื่อง Money Management เป็นเรื่องที่ผมตามหามานาน ไม่ค่อยมีสอน ได้ความรู้เยอะมากครับ ขอบคุณครับ,pos
825,อธิบายดีมาก ใจเย็น เข้าใจง่าย ชอบมากค่ะ,pos
826,สอนเข้าใจง่าย,pos
827,เหนื่อยแน่,pos
828,สอนได้แจ่มมากครับ,pos
829,"โดนตกจากคอร์สนี้จากคำว่า 
""สไตล์คนใช้ Excel"" อยากเรียนอยู่แล้ว ก็เลยสมัครดู บวกกับดูพรีวิวการสอนของอาจารย์ น้ำเสียงไม่เครียด สนุก

หลังจากเรียนบทจากที่ 3 เท่านั้น
สิ่งที่น่าประทับใจนอกเหนือจากโปรแกรม power BI ก็คือ 
1. การเรียงลำดับการสอนที่ดี
2. อธิบายเข้าใจและมีการยกตัวอย่างที่ทำให้เห็นความแตกต่างของผลลัพธ์
3. สำหรับคนที่ไม่มีพื้นฐานอย่างเรา เรียน ทำตามถึงแค่บทที่ 3 อาจารย์พาตั้งข้อสังเกต ลองเล่น จนคุ้นชิน

รวมๆ แล้ว เรียนสมัครเรียนไม่ผิดคอร์สจริงๆค่ะ",pos
830,เข้าใจง่าย,pos
831,เป็นเนื้อหาที่ดีมากเลยค่ะ แต่เหมือนต้นคลิปไม่ได้สอนตั้งแต่เริ่มสร้าง Account พยายามหาต้นคลิปแล้วไม่เจอเลยค่ะ แต่ไม่ยากค่ะ พอได้แล้วเรียนตามคลิปได้เลยค่ะ ได้อะไรเยอะเลยค่ะ ช่วยผู้ประกอบการSMEได้ดีมากๆค่ะ,pos
832,เป็นการสอนทฤษฎี นำไปปฎิบัติยาก ผมเสนอให้ ชี้แนะคำถามเพื่อการโค้ชตัวเองด้วย,neg
833,ดีมากๆเลยค่ะ ชอบมากๆเลย,pos
834,good course,pos
835,ดีกว่าทุกคอร์ส ชัดเจน,pos
836,คนสอนยังดูไม่ Professional,neg
837,คลิปสั้นกระชับก็จริงนะคะ แต่เสียตังค์มาแล้วก็อยากได้รายละเอียดกว่านี้ค่ะ บางเมนูไม่มีการหั่นของเนื้อสัตว์หรือบอกวิธีการ เร็วแต่ขาดจุดสำคัญไปหน่อยค่ะ,neg
838,เตรียมขาหมูก่อนทำต้ม​ไม่เป็น​  ในคลิปไม่มีสอนมันเลยขาดจุดที่สำคัญไป​  ผิดหวังเลย,neg
839,สอนไม่ละเอียดเท่าที่ควร บางอย่างทำเสร็จใส่ถ้วยไว้,neg
840,สอนเข้าใจง่ายเทคนิคน่าสนใจคับ,pos
841,good Krab,pos
842,เข้าใจรายละเอียดมากคะ,pos
843,awesome example,pos
844,ชอบ Way of Working  เห็นภาพและได้แนวทางลองทำงานได้จริงครับ และ case study สามารถเชื่อมโยงกับเนื้อหาได้ชัดเจนมากครับ,pos
845,"ได้เห็นภาพรวมของการทำ product และเข้าใจมากขึ้นครับ ชอบเรื่อง MVP, การวัดผล, และ case study มากที่สุดในคอร์สนี้ ขอบคุณมากครับ :D",pos
846,เรียนแล้วยังไม่ค่อยเข้าใจเท่าไหร่ค่ะ น่าจะเหมาะกับคนที่พอมีพื้นฐานทางด้านการเงินมาบ้างมากกว่า ส่วนตัวจบบัญชีก็จะเข้าใจแค่partของบัญชี แต่ของการเงินงงๆอยู่ค่ะ ต้องไปหาอ่านเพิ่มเติมแล้วค่อยกลับมาเรียนใหม่,neg
847,good,pos
848,"การบริหารเวลา คือ key of success 
คุณจะได้เวลาที่มีคุณภาพเพิ่มขึ้น
เป็นคนนึงที่รู้สึกว่าทำงานไม่เคยเสร็จเลย ยุ่งทุกวัน
ถ้าคุณรู้สึกแบบนั้นเช่นกัน อยากให้มาฟังค่า เข้าใจง่ายมาก
ขอบคุณที่ได้มีโอกาสเรียนคอร์สนี้ ดีมากกกกกค่า",pos
849,อ พูดเป็นจังหวะที่ฟังง่าย ไม่เร็ว ไม่ช้า มีประเด็น เนื้อหาที่ทันโลกและทันสมัยค่ะ,pos
850,ได้รับข้อมูลที่สามารถไปต่อยอดในการวางแผนออกแบบได้ พร้อมแหล่งข้อมูลให้หาเพิ่มเติมด้วย,pos
851,ขอเอกสารประกอบด้วยจะได้ไหมคะ,pos
852,ถ้าตั้งใจทำจริงๆจะได้เยอะ(แต่ช้า),pos
853,ได้ความรู้การค้นหา มากกว่าครับ เหมือนมาฟัฃบรรยายมีแต่น้ำๆ เนื้อน้อยมาก เหมือนยังเก็บของไว้อยู่,neg
854,สอนละเอียดดีค่ะ,pos
855,เรียนคอร์สนี้แล้วสามารถลงทุนในหุ้นได้แบบไม่เป็นแมลงเม่า เพราะสอนตั้งแต่พื้นฐานของการลงทุน การวางแผนการเงิน การใช้กราฟในการพิจารณาเลือกหุ้นและจังหวะการเข้าและออกจากหุ้น สอดแทรกเทคนิคและประสบการณ์ของโค้ช ถ้าปฏิบัติตามคำแนะนำอย่างเคร่งครัดและสม่ำเสมอก็จะทำรายได้จากการซื้อขายหุ้นมากกว่าขาดทุน,pos
856,โค้ชสอนเข้าใจง่าย อธิบายดีมากครับ,pos
857,ถ้าคนที่แบบไม่รู้อะไรเลยเกี่ยวกับหุ้นแบบเทรดกราฟ ดูแล้วยังไม่เคลียทั้งหมดเท่าไร,pos
858,ให้ความรู้และความลึกในการเทรดหุ้นได้เป็นอย่างดีครับ,pos
859,Ok,pos
860,ได้ความรู้ และเข้าใจการเทรดมากขึ้น,pos
861,ดีมากๆครับแต่ต้องทำความเข้าใจหน่อย,pos
862,Good,pos
863,ดีมากค่ะ,pos
864,ตามมาจากคอร์ส speak with me ค่ะ เห็นว่ามีคอร์สใหม่มา ชอบกราฟฟิก เข้าใจง่าย และได้ฝึกทำแบบฝึกหัดหลังเรียนด้วย thank you teacher Eim ❤️,pos
865,ชอบ student book มากค่ะ แต่อยากให้มีออกมาเป็นหนังสือขายเลย ชอบที่มีแบบฝึกหัดให้ทำเพิ่มค่ะ ทำให้เข้าใจขึ้น คอร์สเป็นภาษาอังกฤษหมด แต่ภาษาไม่ยากมาก ใครไม่เข้าใจเรื่อง tense แนะนำคอร์สนี้เลยค่ะ :),pos
866,ขอบคุณteacherอิ๋มมากเลยค่ะ เข้าใจเรื่อง tense ขึ้นเยอะเลย คลิปฟังง่ายและก็สอนเข้าใจง่าย ดีมากๆเลยค่ะ,pos
867,ดีมากกกกกกกกกกค่ะ,pos
868,สอนดี ครับละเอียดคุ้ม,pos
869,อะไรที่เคยมองข้ามไปพี่ก็จะเสริมให้ เคยเรียนที่อื่นมาค่ะแต่ไม่ละเอียดเท่านี่ พี่สอนดีค่ะคอร์สนี้แนะนำ,pos
870,สอนดีมากครับ,pos
871,10,pos
872,มีคำถามอยากถามคุณแพททำยังไงคะ,pos
873,ใช้ได้ครับ,pos
874,สอนละเอียดดีครับ,pos
875,เข้าใจง่ายครับ,pos
876,ไม่ต่างกับที่ผมเสียในยูทูปไป 150 บาท เลยครับ อาจารย์ TT จะร้องไห้,pos
877,ยอดเยี่ยม,pos
878,ดีครับ อธิบายให้ฟังได้ง่าย,pos
879,ดีมากๆ ครับ,pos
880,ชอบครับ ดีมากๆ,pos
881,ccc,pos
882,อธิบายเข้าใจง่าย น่าติดตาม เป็นคอร์สที่ทุกคนควรจะได้เรียน,pos
883,"เป็นคอร์สที่แนะนำทิศทางสายงานด้าน UX โดยตรงดีค่ะ เน้นในเรื่องทฤษฎีพื้นฐานที่จำเป็นต้องรู้ แต่อยากให้ลง detail บางเรื่องอีก เช่น อยากให้มี work shop การฝึกตั้งคำถามหรือสัมภาษณ์ User ช่วง emphatize ค่ะ 
แล้วก็อยากเห็นตัวอย่างวิธีการใช้ usability testing เช่น ตัวอย่างแบบสอบถาม a/b testing หรือตัวอย่างอื่นๆ โดยรวมถือว่าดีค่ะ ถ้าเห็นภาพชัดๆมากกว่านี้ก็จะดีไปอีกขั้นค่ะ ชื่นชมผู้ส่วนค่ะอธิบายเข้าใจง่าย น้ำเสียงเป็นมิตร เพลินดีค่ะ",pos
